IDR_Podab,IdrZesz,IdBase,IdInp,Sta,Row,ST,CoStaSit,Year,Seas,Date,Hour,Ring,Status,Spec,Sex,Age,Ringer,Mass,Fat,Wing,Tail,D2,D3,D4,D5,D6,D7,D8,PP,P1,P2,P3,P4,P5,P6,Notes,OK,TS_Import,TS_Zesz,Sel,MD,RNG,AgeT,DT,Ztyp,Znr,P1PC,P2PC,P1P2,Kipp,Tarsus,THL,Bill1,Bill2,Claw,Emarg,Notch_mm,Notch_tip,Moult_short,Parasite,N_unmoult_cov,X1,X2,X3,X4,X5,X6,Net,SSMA_TimeStamp
1,128,2007,NULL,BU,129,BK,PL.BK.01,1967,A,1967-08-16 00:00:00,18,J634038,O,PHY.LUS,NULL,I,NULL,9,0,61,45,5,0,0,2,6,8,10,NULL,NULL,NULL,NULL,NULL,+4,NULL,NULL,1,NULL,NULL,1,816,NULL,1,1967-08-16 18:00:00,L,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0x0000000000237376
